protein1_id	protein2_id	gene1	gene2	complex_ids	complex_names	n_complexes_shared	evidence_in_ppi_graph	sources	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
P42224	Q92793	STAT1	CREBBP	5573	CREBBP-STAT1 complex	1	True	BioGRID;CORUM	Reconstituted Complex;electrophoretic mobility shift assay;pull down	15695802;25451029;8986769;9037008		1	0	PF12162(Signal transducer and activation of transcription 1, TAZ2 binding domain, C-terminal)--PF02135(Zinc finger, TAZ-type)[pdb=1]	
P42229	Q15303	STAT5A	ERBB4	11468	ERBB4-STAT5A complex	1	True	CORUM	coimmunoprecipitation	15534001		1	2	PF00017(SH2 domain)--PF07714(Serine-threonine/tyrosine-protein kinase, catalytic domain)[pdb=95]	Q15303:LIG_SH2_GRB2like--PF00017(SH2 domain) | Q15303:LIG_SH2_STAT5--PF00017(SH2 domain)
P43354	P48443	NR4A2	RXRG	8934	NR4A2-RXRG complex	1	True	CORUM	bioluminescence resonance energy transfer	26148973		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P45973	Q9UIS9	CBX5	MBD1	2763	MBD1-Suv39h1-HP1 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	12711603		0	0		
P46100	Q13263	ATRX	TRIM28	8513	ATRX-SETDB1-TRIM28-ZNF274 complex	1	False								
P46100	Q15047	ATRX	SETDB1	8513	ATRX-SETDB1-TRIM28-ZNF274 complex	1	False								
P46100	Q96GC6	ATRX	ZNF274	8513	ATRX-SETDB1-TRIM28-ZNF274 complex	1	False								
P46100	Q9UER7	ATRX	DAXX	2839	ATRX-DAXX complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray;anti bait coimmunoprecipitation;molecular sieving	12953102;14990586;28875283;28875424;29084956	5GRQ;5Y18;5Y6O	0	0		
P46736	P51587	BRCC3	BRCA2	5400	BRCC complex	1	False								
P46736	Q06609	BRCC3	RAD51	5400	BRCC complex	1	False								
P46736	Q15018	BRCC3	ABRAXAS2	8463	BRISC complex	1	True	Human Protein Atlas (HPA);PDB	EM		6H3C;6R8F;8PVY;8PY2	0	0		
P46736	Q9NWV8	BRCC3	BABAM1	8463	BRISC complex	1	True	BioGRID	Reconstituted Complex	20032457		0	0		
P46736	Q9NXR7	BRCC3	BABAM2	5400;8463	BRCC complex;BRISC complex	2	True	Human Protein Atlas (HPA);PDB	EM		8PY2	0	0		
P48431	Q01860	SOX2	POU5F1	2801	POU5F1-SOX2 complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA)	Reconstituted Complex;electrophoretic mobility shift assay	12923055		0	0		
P48431	Q99986	SOX2	VRK1	7102	SOX2-VRK1 complex	1	True	CORUM	coimmunoprecipitation	27334688		0	0		
P48443	Q13133	RXRG	NR1H3	9684	NR1H2-RXRG complex	1	True	CORUM;Human Protein Atlas (HPA)	coimmunoprecipitation	26389695		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P49450	P62805	CENPA	H4C1	7413	CENPA-histone H4-HJURP complex	1	True	PDB	EM;X-ray		3AN2;3NQJ;3NQU;3R45;3WTP;5Z23;6BUZ;6C0W;6E0C;6E0P;6L49;6MUO;6MUP;6O1D;6SE0;6SE6;6SEE;6SEF;6SEG;7D20;7PII;7R5R;7U46;7U47;7U4D;7YWX;7YYH;9GXA;9K9L	1	0	PF00125(Core Histone H2A/H2B/H3 domain)--PF15511(CENP-T/Histone H4, histone fold)[pdb=4715]	
P49450	Q8NCD3	CENPA	HJURP	7413	CENPA-histone H4-HJURP complex	1	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray	19410544;19410545;20080577;21478274;22406139;25727006	3R45	1	0	PF00125(Core Histone H2A/H2B/H3 domain)--PF10384(Centromere protein Scm3/HJURP)[pdb=3]	
P49711	P84022	CTCF	SMAD3	2705	CTCF-SMAD3-SMAD4 complex	1	True	BioGRID	Reconstituted Complex	20427289		0	0		
P49711	Q01105	CTCF	SET	5153	CTCF-SET complex	1	True	CORUM	affinity chromatography technology;cosedimentation through density gradient	14759373		0	0		
P49711	Q13485	CTCF	SMAD4	2705	CTCF-SMAD3-SMAD4 complex	1	False								
P49715	Q9UBC0	CEBPA	ONECUT1	746	C/EBPalpha-HNF6 complex	1	True	CORUM	affinity chromatography technology;coimmunoprecipitation	16440369		0	0		
P49848	P61964	TAF6	WDR5	1401	MOF complex	1	False								
P49848	Q03164	TAF6	KMT2A	1401	MOF complex	1	False								
P49848	Q12962	TAF6	TAF10	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	True	PDB	EM		7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGG;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS	0	0		
P49848	Q15291	TAF6	RBBP5	1401	MOF complex	1	False								
P49848	Q15393	TAF6	SF3B3	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P49848	Q15542	TAF6	TAF5	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;X-ray;Reconstituted Complex	10523658	6F3T;6MZC;6MZD;6MZL;6MZM;7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGG;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS	3	0	PF02969(TATA box binding protein associated factor (TAF), histone-like fold domain)--PF00400(WD40 repeat)[pdb=58] | PF02969(TATA box binding protein associated factor (TAF), histone-like fold domain)--PF04494(TFIID subunit TAF5, NTD2 domain)[pdb=26] | PF07571(TAF6, C-terminal HEAT repeat domain)--PF04494(TFIID subunit TAF5, NTD2 domain)[pdb=4]	
P49848	Q15545	TAF6	TAF7	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P49848	Q16514	TAF6	TAF12	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	True	Human Protein Atlas (HPA);PDB	EM		7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS	0	0		
P49848	Q16594	TAF6	TAF9	462;513;1401	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex);MOF complex	3	True	BioGRID;PDB	EM;X-ray;Reconstituted Complex	15601843;9611234	6F3T;6MZC;6MZD;6MZL;6MZM;7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGG;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS	0	0		
P49848	Q6P1X5	TAF6	TAF2	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P49848	Q92830	TAF6	KAT2A	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P49848	Q99496	TAF6	RNF2	1401	MOF complex	1	False								
P49848	Q9H7Z6	TAF6	KAT8	1401	MOF complex	1	False								
P49848	Q9HBM6	TAF6	TAF9B	513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	1	True	BioGRID	Reconstituted Complex	15899866		0	0		
P49848	Q9Y4A5	TAF6	TRRAP	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P49848	Q9Y6J9	TAF6	TAF6L	462;513	TFTC complex (TATA-binding protein-free TAF-II-containing complex);TFTC complex (TATA-binding protein-free TAF-II-containing complex)	2	False								
P51531	P51532	SMARCA2	SMARCA4	238;1237;7372;7373	SWI-SNF chromatin remodeling-related-BRCA1 complex;BAF complex;BRD7-SWI–SNF complex;BRD7-SWI–SNF-SUZ12 complex	4	False								
P51531	P51608	SMARCA2	MECP2	5184	SWI/SNF-related chromatin-remodeling complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	15696166		0	0		
P51531	Q09028	SMARCA2	RBBP4	714	BRM-SIN3A complex	1	False								
P51531	Q12824	SMARCA2	SMARCB1	238;711;714;806;808;1237;1251	SWI-SNF chromatin remodeling-related-BRCA1 complex;Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex	7	True	Human Protein Atlas (HPA)				0	0		
P51531	Q13547	SMARCA2	HDAC1	714;5184	BRM-SIN3A complex;SWI/SNF-related chromatin-remodeling complex	2	False								
P51531	Q15022	SMARCA2	SUZ12	7373	BRD7-SWI–SNF-SUZ12 complex	1	False								
P51531	Q6STE5	SMARCA2	SMARCD3	714	BRM-SIN3A complex	1	False								
P51531	Q8TAQ2	SMARCA2	SMARCC2	238;711;714;806;808;1237;1251;7372	SWI-SNF chromatin remodeling-related-BRCA1 complex;Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex;BRD7-SWI–SNF complex	8	True	Human Protein Atlas (HPA)				1	0	PF08880(Glutamine-Leucine-Glutamine, QLQ)--PF00249(SANT/Myb domain)[pdb=1]	
P51531	Q8WUB8	SMARCA2	PHF10	7372	BRD7-SWI–SNF complex	1	False								
P51531	Q92769	SMARCA2	HDAC2	714;806	BRM-SIN3A complex;BRM-SIN3A-HDAC complex	2	False								
P51531	Q92922	SMARCA2	SMARCC1	238;711;714;806;808;1237;1251;7372	SWI-SNF chromatin remodeling-related-BRCA1 complex;Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex;BRD7-SWI–SNF complex	8	False								
P51531	Q92925	SMARCA2	SMARCD2	238;714;806;808	SWI-SNF chromatin remodeling-related-BRCA1 complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex	4	False								
P51531	Q969G3	SMARCA2	SMARCE1	238;711;714;806;808;1237;1251;5184;7372	SWI-SNF chromatin remodeling-related-BRCA1 complex;Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex;SWI/SNF-related chromatin-remodeling complex;BRD7-SWI–SNF complex	9	True	Human Protein Atlas (HPA)				0	0		
P51531	Q96GM5	SMARCA2	SMARCD1	711;714;806;808;1237;1251;7372	Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex;BRD7-SWI–SNF complex	7	False								
P51531	Q96ST3	SMARCA2	SIN3A	714;806;5184	BRM-SIN3A complex;BRM-SIN3A-HDAC complex;SWI/SNF-related chromatin-remodeling complex	3	True	BioGRID	Reconstituted Complex	11238380;14559996		0	0		
P51531	Q9NPI1	SMARCA2	BRD7	7372;7373	BRD7-SWI–SNF complex;BRD7-SWI–SNF-SUZ12 complex	2	False								
P51531	Q9NVM4	SMARCA2	PRMT7	7373	BRD7-SWI–SNF-SUZ12 complex	1	False								
P51532	P60709	SMARCA4	ACTB	149;566	PBAF complex (Polybromo- and BAF containing complex);BAF complex	2	True	Human Protein Atlas (HPA);PDB	EM		6LTJ;7VDV;7Y8R	0	0		
P51532	Q03111	SMARCA4	MLLT1	1239;1252	EBAFb complex;EBAFa complex	2	False								
P51532	Q09028	SMARCA4	RBBP4	713;739	BRG1-SIN3A complex;SIN3-ING1b complex II	2	False								
P51532	Q09472	SMARCA4	EP300	570	p300-CBP-p270-SWI/SNF complex	1	False								
P51532	Q12824	SMARCA4	SMARCB1	149;238;554;555;556;566;570;713;739;803;807;1237;1238;1239;1252;3063;5293	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;p300-CBP-p270-SWI/SNF complex;BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;Brg1-associated complex II;ETS2-SMARCA4-INI1 complex	17	True	Human Protein Atlas (HPA)				0	0		
P51532	Q13547	SMARCA4	HDAC1	739;3269	SIN3-ING1b complex II;RB1-HDAC1-BRG1 complex	2	False								
P51532	Q15022	SMARCA4	SUZ12	7373	BRD7-SWI–SNF-SUZ12 complex	1	False								
P51532	Q16576	SMARCA4	RBBP7	739	SIN3-ING1b complex II	1	False								
P51532	Q4LE39	SMARCA4	ARID4B	739	SIN3-ING1b complex II	1	False								
P51532	Q68CP9	SMARCA4	ARID2	149;554;556;1238	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;PBAF complex, BAF200-specific;PBAF complex (Polybromo- and BAF containing complex)	4	True	Human Protein Atlas (HPA);PDB	EM		7VDV;7Y8R	0	0		
P51532	Q6STE5	SMARCA4	SMARCD3	713	BRG1-SIN3A complex	1	False								
P51532	Q86U86	SMARCA4	PBRM1	149;554;1238	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;PBAF complex (Polybromo- and BAF containing complex)	3	True	Human Protein Atlas (HPA);PDB	EM		7VDV	1	0	PF00439(Bromodomain)--PF00439(Bromodomain)[pdb=1026]	
P51532	Q8NFD5	SMARCA4	ARID1B	1239	EBAFb complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	12200431		0	0		
P51532	Q8TAQ2	SMARCA4	SMARCC2	149;238;554;555;556;566;570;713;739;803;807;1237;1238;1239;1252;3063;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;p300-CBP-p270-SWI/SNF complex;BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;Brg1-associated complex II;BRD7-SWI–SNF complex	17	True	Human Protein Atlas (HPA);PDB	EM		6LTH;6LTJ;7VDV;7Y8R	1	0	PF08880(Glutamine-Leucine-Glutamine, QLQ)--PF00249(SANT/Myb domain)[pdb=1]	
P51532	Q8WUB8	SMARCA4	PHF10	7372	BRD7-SWI–SNF complex	1	True	Human Protein Atlas (HPA)				0	0		
P51532	Q92769	SMARCA4	HDAC2	713;739;803	BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	3	False								
P51532	Q92793	SMARCA4	CREBBP	570	p300-CBP-p270-SWI/SNF complex	1	True	BioGRID	Reconstituted Complex	19448667		2	0	PF00439(Bromodomain)--PF00439(Bromodomain)[pdb=1026] | PF00439(Bromodomain)--PF06001(CREB-binding protein/p300, atypical RING domain)[pdb=35]	
P51532	Q92922	SMARCA4	SMARCC1	149;238;554;555;556;566;570;713;739;803;807;1237;1238;1239;1252;3063;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;p300-CBP-p270-SWI/SNF complex;BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;Brg1-associated complex II;BRD7-SWI–SNF complex	17	True	Human Protein Atlas (HPA)				1	0	PF08880(Glutamine-Leucine-Glutamine, QLQ)--PF00249(SANT/Myb domain)[pdb=1]	
P51532	Q92925	SMARCA4	SMARCD2	238;554;555;713;1239;1252	SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;BRG1-SIN3A complex;EBAFb complex;EBAFa complex	6	True	Human Protein Atlas (HPA)				0	0		
P51532	Q969G3	SMARCA4	SMARCE1	149;238;554;555;556;566;713;803;807;1237;1238;1239;1252;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;BRG1-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;BRD7-SWI–SNF complex	14	True	Human Protein Atlas (HPA);PDB	EM		6LTH;6LTJ	0	0		
P51532	Q96GM5	SMARCA4	SMARCD1	149;554;555;556;566;713;739;803;807;1237;1238;1239;1252;7372	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;BRD7-SWI–SNF complex	14	True	Human Protein Atlas (HPA);PDB	EM		6LTH;6LTJ;7VDV;7Y8R	0	0		
P51532	Q96ST3	SMARCA4	SIN3A	713;739;803	BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	3	True	BioGRID	Reconstituted Complex	11238380;14559996		0	0		
P51532	Q9NPI1	SMARCA4	BRD7	7372;7373	BRD7-SWI–SNF complex;BRD7-SWI–SNF-SUZ12 complex	2	True	Human Protein Atlas (HPA);PDB	EM		7VDV	2	0	PF00439(Bromodomain)--PF00439(Bromodomain)[pdb=1026] | PF00439(Bromodomain)--PF12024(Protein of unknown function DUF3512)[pdb=1]	
P51532	Q9NVM4	SMARCA4	PRMT7	7373	BRD7-SWI–SNF-SUZ12 complex	1	False								
P51532	Q9UK53	SMARCA4	ING1	739	SIN3-ING1b complex II	1	False								
P51532	Q9UKV0	SMARCA4	HDAC9	9657	HDAC9-SMARCA4 complex	1	True	CORUM	coimmunoprecipitation;fluorescence technology;western blot	29520069		0	0		
P51587	Q06609	BRCA2	RAD51	5400	BRCC complex	1	True	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	Co-crystal Structure;EM;X-ray;Reconstituted Complex;pull down	12442171;12941707;15800615;15937124;16513631;17515903;17515904;18429819;19875419;20729832;21601571;21670257;24835992;26387543;26833090;9405383;9560268	1N0W;8PBC;8PBD	0	0		
P51587	Q13547	BRCA2	HDAC1	871	BRAF35-BRCA2 complex	1	False								
P51587	Q92769	BRCA2	HDAC2	871	BRAF35-BRCA2 complex	1	False								
P51587	Q96BD5	BRCA2	PHF21A	871	BRAF35-BRCA2 complex	1	False								
P51587	Q99728	BRCA2	BARD1	2818	BRCA1-BARD1-BRCA2-DNA damage complex III	1	True	BioGRID	Reconstituted Complex	14636569		0	0		
P51587	Q9NXR7	BRCA2	BABAM2	5400	BRCC complex	1	False								
P51587	Q9P0W2	BRCA2	HMG20B	871	BRAF35-BRCA2 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	11207365;25486196		0	0		
P51587	Q9UKL0	BRCA2	RCOR1	871	BRAF35-BRCA2 complex	1	False								
P51608	Q13547	MECP2	HDAC1	749;5184	MeCP2-SIN3A-HDAC complex;SWI/SNF-related chromatin-remodeling complex	2	True	BioGRID	Reconstituted Complex	16331260		1	0	PF01429(Methyl-CpG DNA binding)--PF00850(Histone deacetylase domain)[pdb=3]	
P51608	Q92769	MECP2	HDAC2	749	MeCP2-SIN3A-HDAC complex	1	False								
P51608	Q969G3	MECP2	SMARCE1	5184	SWI/SNF-related chromatin-remodeling complex	1	False								
P51608	Q96ST3	MECP2	SIN3A	749;5184	MeCP2-SIN3A-HDAC complex;SWI/SNF-related chromatin-remodeling complex	2	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	10773092;9620804		0	0		
P51610	P52747	HCFC1		7259	HCFC1-THAP11-ZNF143 complex	1	False								
P51610	P61964	HCFC1	WDR5	6460;6462;6469;7221	MLL2 complex;MLL1 complex;Set1A complex;NSL complex	4	True	Human Protein Atlas (HPA)				0	0		
P51610	Q03164	HCFC1	KMT2A	6462	MLL1 complex	1	False								
P51610	Q15291	HCFC1	RBBP5	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	False								
P51610	Q6UXN9	HCFC1	WDR82	6469	Set1A complex	1	False								
P51610	Q7Z3B3	HCFC1	KANSL1	7221	NSL complex	1	False								
P51610	Q8IXJ9	HCFC1	ASXL1	7354	ASXL1-HCFC1-OGT complex	1	False								
P51610	Q96EK4	HCFC1	THAP11	7224;7259	HCF1-THAP11 complex;HCFC1-THAP11-ZNF143 complex	2	True	BioGRID;CORUM;Human Protein Atlas (HPA)	Reconstituted Complex;coimmunoprecipitation	18585351;22371484		0	0		
P51610	Q96EZ8	HCFC1	MCRS1	7221	NSL complex	1	False								
P51610	Q9BVI0	HCFC1	PHF20	7221	NSL complex	1	False								
P51610	Q9C005	HCFC1	DPY30	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	False								
P51610	Q9H7Z6	HCFC1	KAT8	7221	NSL complex	1	False								
P51610	Q9H9L4	HCFC1	KANSL2	7221	NSL complex	1	False								
P51610	Q9P0U4	HCFC1	CXXC1	6469	Set1A complex	1	False								
P51610	Q9P2N6	HCFC1	KANSL3	7221	NSL complex	1	False								
P51610	Q9UBL3	HCFC1	ASH2L	6460;6462;6469	MLL2 complex;MLL1 complex;Set1A complex	3	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	15199122		0	0		
P51610	Q9Y5Z7	HCFC1	HCFC2	6460;6469	MLL2 complex;Set1A complex	2	False								
P51965	Q5VTR2	UBE2E1	RNF20	1165	RNF20-RNF40-UbE2E1 complex	1	True	BioGRID	Reconstituted Complex	16307923		1	0	PF00179(Ubiquitin-conjugating (UBC), catalytic core domain)--PF00097(Zinc finger, C3HC4 RING-type)[pdb=37]	
P52630	Q00978	STAT2	IRF9	8537	ISGF3 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	8943351;9242679		1	0	PF01017(STAT transcription factor, all-alpha domain)--PF10401(Interferon regulatory factor-3)[pdb=1]	
P52747	Q96EK4		THAP11	7259	HCFC1-THAP11-ZNF143 complex	1	False								
P53539	P84022	FOSB	SMAD3	2754	FOSB-JUND-SMAD3-SMAD4 complex	1	False								
P53539	Q13485	FOSB	SMAD4	2754	FOSB-JUND-SMAD3-SMAD4 complex	1	False								
P54105	Q9BQA1	CLNS1A	WDR77	2838;9090	MEP50-PRMT5-ICLN complex;AR-CLNS1A-PRMT5-WDR77 complex	2	True	Human Protein Atlas (HPA)				0	0		
P54198	P68431	HIRA	H3C1	2235	ASF1-interacting protein complex	1	False								
P54198	Q13111	HIRA	CHAF1A	2235	ASF1-interacting protein complex	1	False								
P54198	Q13112	HIRA	CHAF1B	2235	ASF1-interacting protein complex	1	False								
P54198	Q9NVP2	HIRA	ASF1B	2235	ASF1-interacting protein complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	16980972		0	0		
P54198	Q9Y294	HIRA	ASF1A	2235	ASF1-interacting protein complex	1	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray	16980972	2I32	0	0		
P54619	P54646	PRKAG1	PRKAA2	6155	PRKAA2-PRKAB2-PRKAG1 complex	1	True	Human Protein Atlas (HPA);PDB	X-ray		4CFE;4CFF;4ZHX;5EZV;5ISO;6B1U;6B2E;7MYJ;8BIK	2	0	PF00571(CBS domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=96] | PF00571(CBS domain)--PF21147(PRKAA1/2, autoinhibitory domain)[pdb=1]	
P54619	Q13131	PRKAG1	PRKAA1	6154	PRKAA1-PRKAB2-PRKAG1 complex	1	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;X-ray;Reconstituted Complex	8621713;8663446	4RER;4REW;5EZV;6C9F;6C9G;6C9H;6C9J;7JHG;7JHH;7JIJ;7M74	2	0	PF00571(CBS domain)--PF16579(AMPK, C-terminal adenylate sensor domain)[pdb=96] | PF00571(CBS domain)--PF21147(PRKAA1/2, autoinhibitory domain)[pdb=1]	
P54646	Q9UGI9	PRKAA2	PRKAG3	6153	PRKAA2-PRKAB2-PRKAG3 complex	1	True	Human Protein Atlas (HPA)				2	0	PF16579(AMPK, C-terminal adenylate sensor domain)--PF00571(CBS domain)[pdb=96] | PF21147(PRKAA1/2, autoinhibitory domain)--PF00571(CBS domain)[pdb=1]	
P55055	Q03181	NR1H2	PPARD	8905	NR1H2-PPARD complex	1	True	BioGRID;CORUM	Reconstituted Complex;surface plasmon resonance	15722453		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P55055	Q07869	NR1H2	PPARA	8903	NR1H2-PPARA complex	1	True	BioGRID;CORUM	Reconstituted Complex;surface plasmon resonance	15722453		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P55197	Q8TEK3	MLLT10	DOT1L	8414	DOT1L-MLLT10 complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	Co-crystal Structure;X-ray;x-ray crystallography	31527241;34414607	6JN2	0	0		
P55201	Q8WYB5	BRPF1	KAT6B	2859	ING5 (BRPF1, MOZ, MORF) complex	1	False								
